COUNTRY_code,Country,SEO,Socio economic objective,MEASURE_id,Measure,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period,Value,Flag Codes,Flags
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,117.151,,
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,105.259,,
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,112.11,,
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,110.183,,
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,106.703,,
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,102.355,,
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,103.787,,
FIN,Finland,NABS122,R&D related to Engineering and technology - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,104.388,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,124.062,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,121.51,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,121.651,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,112.59,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,115.784,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,112.112,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,114.521,,
FIN,Finland,NABS123,R&D related to Medical and health sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,111.138,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,17.581,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,19.803,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,19.381,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,17.933,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,18.447,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,15.033,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,14.755,,
FIN,Finland,NABS124,R&D related to Agricultural and veterinary sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,15.627,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,124.637,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,135.089,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,132.573,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,132.182,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,126.179,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,127.185,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,132.553,,
FIN,Finland,NABS125,R&D related to Social sciences - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,136.742,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,44.972,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,49.305,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,51.375,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,48.215,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,48.897,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,45.168,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,48.353,,
FIN,Finland,NABS126,R&D related to Humanities and the arts - financed from GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,49.511,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,448.038,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,398.498,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,409.294,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,404.044,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,387.646,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,475.977,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,511.288,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,512.162,,
FIN,Finland,NABS13,General advancement of knowledge: R&D financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2018,USD,US Dollar,6,Millions,2010,512.294,E; P,Estimated value; Provisional value
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,199.67,,
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,175.846,,
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,179.445,,
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,196.283,,
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,160.906,,
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,185.661,,
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,176.727,,
FIN,Finland,NABS131,R&D related to Natural sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,184.144,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,46.112,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,48.895,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,53.261,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,49.396,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,73.597,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,67.767,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,93.528,,
FIN,Finland,NABS132,R&D related to Engineering and technology - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,84.945,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,92.327,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,75.177,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,67.994,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,56.959,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,48.796,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,74.689,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,94.617,,
FIN,Finland,NABS133,R&D related to Medical and health sciences - financed from sources other than GUF  ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,72.977,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,8.376,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,7.74,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,4.768,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,3.786,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,6.956,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,13.466,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,5.496,,
FIN,Finland,NABS134,R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,17.884,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,60.29,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,57.522,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,72.337,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,58.852,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,65.633,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,104.487,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,108.52,,
FIN,Finland,NABS135,R&D related to Social sciences - financed from sources other than GUF,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,113.659,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2010,USD,US Dollar,6,Millions,2010,41.264,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2011,USD,US Dollar,6,Millions,2010,33.318,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2012,USD,US Dollar,6,Millions,2010,31.489,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2013,USD,US Dollar,6,Millions,2010,38.77,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2014,USD,US Dollar,6,Millions,2010,31.657,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2015,USD,US Dollar,6,Millions,2010,29.907,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2016,USD,US Dollar,6,Millions,2010,32.391,,
FIN,Finland,NABS136,R&D related to Humanities and the arts - financed from sources other than GUF ,DF6,2010 Dollars - Constant prices and PPPs,2017,USD,US Dollar,6,Millions,2010,38.563,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,2297.403,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,2306.845,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,2272.106,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,2228.845,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,2206.326,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,2205.61,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,2042.407,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,2150.219,,
FIN,Finland,_T,Total,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,2163.961,P,Provisional value
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,23.163,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,27.929,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,30.868,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,29.718,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,29.982,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,27.052,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,23.8,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,25.87,,
FIN,Finland,NABS01,Exploration and exploitation of the Earth,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,25.866,P,Provisional value
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,34.481,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,36.975,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,33.749,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,29.503,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,24.801,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,24.386,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,48.101,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,54.556,,
FIN,Finland,NABS02,Environment,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,62.66,P,Provisional value
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,32.231,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,49.814,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,38.183,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,35.153,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,29.321,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,28.408,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,23.9,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,24.764,,
FIN,Finland,NABS03,Exploration and exploitation of space,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,26.222,P,Provisional value
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,43.351,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,39.437,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,40.873,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,37.002,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,37.478,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,36.408,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,31.608,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,41.946,,
FIN,Finland,NABS04,"Transport, telecommunication and other infrastructures",DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,56.673,P,Provisional value
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,221.653,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,224.912,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,185.683,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,187.943,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,188.49,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,195.602,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,77.551,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,63.461,,
FIN,Finland,NABS05,Energy,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,48.675,P,Provisional value
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,509.072,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,461.935,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,455.988,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,460.037,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,445.211,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,366.279,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,328.356,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,376.375,,
FIN,Finland,NABS06,Industrial production and technology,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,348.644,P,Provisional value
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,124.041,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,138.553,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,124.946,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,118.228,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,106.811,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,78.799,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,60.791,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,67.987,,
FIN,Finland,NABS07,Health,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,58.787,P,Provisional value
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,110.499,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,108.009,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,109.239,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,106.663,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2014,USD,US Dollar,6,Millions,,103.614,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2015,USD,US Dollar,6,Millions,,106.501,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2016,USD,US Dollar,6,Millions,,84.836,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2017,USD,US Dollar,6,Millions,,82.991,,
FIN,Finland,NABS08,Agriculture,DC6,PPP Dollars - Current prices,2018,USD,US Dollar,6,Millions,,64.797,P,Provisional value
FIN,Finland,NABS09,Education,DC6,PPP Dollars - Current prices,2010,USD,US Dollar,6,Millions,,4.588,,
FIN,Finland,NABS09,Education,DC6,PPP Dollars - Current prices,2011,USD,US Dollar,6,Millions,,2.341,,
FIN,Finland,NABS09,Education,DC6,PPP Dollars - Current prices,2012,USD,US Dollar,6,Millions,,5.582,,
FIN,Finland,NABS09,Education,DC6,PPP Dollars - Current prices,2013,USD,US Dollar,6,Millions,,2.934,,
