"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","TZA","United Republic of Tanzania","2013","2013",102107.89907,"‡","UIS Estimation"
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2011","2011",691360.10832,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2014","2014",941851.06458,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2015","2015",844092.66567,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2016","2016",1155866.03217,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2011","2011",570586.06512,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2013","2013",621986.49328,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2014","2014",494345.2551,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2015","2015",352323.91237,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2016","2016",272085.07425,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2011","2011",1495860.12536,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2012","2012",1562232.81129,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2013","2013",2140408.28385,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2014","2014",2186932.37944,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2015","2015",2161549.37134,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","IRL","Ireland","2011","2011",867504.55123,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","IRL","Ireland","2013","2013",966586.17774,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","IRL","Ireland","2015","2015",1070752.12015,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ITA","Italy","2011","2011",10233003.3484,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ITA","Italy","2012","2012",10407265.70249,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ITA","Italy","2013","2013",10332331.75462,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ITA","Italy","2014","2014",10482022.5269,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ITA","Italy","2015","2015",10132149.62101,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","NZL","New Zealand","2011","2011",595268.42868,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","NZL","New Zealand","2013","2013",554165.91563,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","NZL","New Zealand","2015","2015",704936.28385,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","CHE","Switzerland","2012","2012",4379278.91971,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","CHE","Switzerland","2015","2015",3506653.26114,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",15874774.99092,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",15030887.03506,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",15742262.37955,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",15570028.6062,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",16380548.67079,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2011","2011",6864.4884,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2012","2012",5424.2302,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2013","2013",16851.0131,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2014","2014",22553.53349,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2015","2015",20948.19895,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","MDG","Madagascar","2011","2011",12239.49538,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","MNG","Mongolia","2011","2011",24005.75084,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","MNG","Mongolia","2013","2013",35062.21362,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","MNG","Mongolia","2014","2014",38955.70011,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","MNG","Mongolia","2015","2015",14979.9433,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","MNG","Mongolia","2016","2016",18840.34795,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2011","2011",1751017.06589,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2012","2012",1960059.27068,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2013","2013",2024630.27769,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2014","2014",2265880.01784,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2015","2015",2308611.88885,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","TZA","United Republic of Tanzania","2013","2013",377802.54498,"‡","UIS Estimation"
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2011","2011",999737.06336,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2014","2014",1238744.84874,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2015","2015",2048611.8822,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","THA","Thailand","2016","2016",2480036.33639,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2011","2011",3044137.45921,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2012","2012",3063060.58266,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2013","2013",2458743.04356,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2014","2014",2437912.79192,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","DNK","Denmark","2015","2015",2499459.31689,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MEX","Mexico","2011","2011",3259318.24958,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MEX","Mexico","2012","2012",3157126.43223,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MEX","Mexico","2013","2013",3280854.46724,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MEX","Mexico","2014","2014",3528542.22522,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MEX","Mexico","2015","2015",3609557.63411,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MEX","Mexico","2016","2016",3487010.06927,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","NOR","Norway","2015","2015",1969450.33792,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","CHE","Switzerland","2012","2012",3391589.23133,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","CHE","Switzerland","2015","2015",4101115.80873,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",12432627.66454,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",12328640.81269,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",12949544.29956,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",14289232.00961,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",14434060.12644,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2011","2011",38777.70046,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2013","2013",9565.02385,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2014","2014",12263.91895,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2015","2015",16621.39172,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2016","2016",23007.62118,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2011","2011",1216.49162,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2012","2012",1299.55515,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2013","2013",859.74557,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2014","2014",2911.45117,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2015","2015",2895.27953,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MYS","Malaysia","2011","2011",942944.63939,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MYS","Malaysia","2012","2012",964316.66932,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MYS","Malaysia","2014","2014",620540.38999,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MYS","Malaysia","2015","2015",763509.26039,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","MOZ","Mozambique","2015","2015",20611.45064,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2011","2011",1376705.15412,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2012","2012",1200411.35983,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2013","2013",1239301.33301,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2014","2014",1246026.75894,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","ZAF","South Africa","2015","2015",1320267.29388,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","LKA","Sri Lanka","2013","2013",62450.39953,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","LKA","Sri Lanka","2014","2014",53867.74518,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","LKA","Sri Lanka","2015","2015",67753.26384,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","TZA","United Republic of Tanzania","2013","2013",56762.82657,"‡","UIS Estimation"
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2011","2011",1166353.53427,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2013","2013",1265295.99842,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2014","2014",1024829.12732,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2015","2015",942475.77421,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2016","2016",824458.36278,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2011","2011",418.76833,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2013","2013",69346.42291,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2014","2014",70938.35469,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2015","2015",73345.18885,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","AZE","Azerbaijan","2016","2016",56138.59567,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","ECU","Ecuador","2011","2011",265011.96266,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","ECU","Ecuador","2012","2012",269674.01151,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","ECU","Ecuador","2013","2013",277190.35024,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","ECU","Ecuador","2014","2014",289070.81883,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2011","2011",1390.27613,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2012","2012",1521.65602,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2013","2013",1272.42344,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2014","2014",1058.44636,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2015","2015",25938.29837,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","THA","Thailand","2011","2011",146067.80198,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","THA","Thailand","2014","2014",623203.31191,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","THA","Thailand","2015","2015",399019.45779,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","THA","Thailand","2016","2016",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SRB","Serbia","2011","2011",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SRB","Serbia","2012","2012",192.59443,"‡","UIS Estimation"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SRB","Serbia","2013","2013",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SRB","Serbia","2014","2014",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SRB","Serbia","2015","2015",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SRB","Serbia","2016","2016",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","SRB","Serbia","2017","2017",,"n","Magnitude nil or negligible"
"EXPP_TA_BARES","GERD - Basic research %","DNK","Denmark","2011","2011",18.65414,,
"EXPP_TA_BARES","GERD - Basic research %","DNK","Denmark","2012","2012",18.32764,,
"EXPP_TA_BARES","GERD - Basic research %","DNK","Denmark","2013","2013",19.24662,,
"EXPP_TA_BARES","GERD - Basic research %","DNK","Denmark","2014","2014",20.15399,,
"EXPP_TA_BARES","GERD - Basic research %","DNK","Denmark","2015","2015",19.40951,,
"EXPP_TA_BARES","GERD - Basic research %","ITA","Italy","2011","2011",24.02047,,
"EXPP_TA_BARES","GERD - Basic research %","ITA","Italy","2012","2012",25.34423,,
"EXPP_TA_BARES","GERD - Basic research %","ITA","Italy","2013","2013",25.37566,,
"EXPP_TA_BARES","GERD - Basic research %","ITA","Italy","2014","2014",24.15905,,
"EXPP_TA_BARES","GERD - Basic research %","ITA","Italy","2015","2015",24.36205,,
"EXPP_TA_BARES","GERD - Basic research %","AZE","Azerbaijan","2011","2011",54.64685,,
"EXPP_TA_BARES","GERD - Basic research %","AZE","Azerbaijan","2013","2013",50.81967,,
"EXPP_TA_BARES","GERD - Basic research %","AZE","Azerbaijan","2014","2014",50.6462,,
"EXPP_TA_BARES","GERD - Basic research %","AZE","Azerbaijan","2015","2015",51.6129,,
"EXPP_TA_BARES","GERD - Basic research %","AZE","Azerbaijan","2016","2016",54.61107,,
"EXPP_TA_BARES","GERD - Basic research %","CHL","Chile","2012","2012",24.50984,,
"EXPP_TA_BARES","GERD - Basic research %","CHL","Chile","2013","2013",28.22133,,
"EXPP_TA_BARES","GERD - Basic research %","CHL","Chile","2014","2014",30.64712,,
"EXPP_TA_BARES","GERD - Basic research %","CHL","Chile","2015","2015",33.06201,,
"EXPP_TA_BARES","GERD - Basic research %","CHL","Chile","2016","2016",28.92184,,
"EXPP_TA_BARES","GERD - Basic research %","SLV","El Salvador","2011","2011",25.68182,,
"EXPP_TA_BARES","GERD - Basic research %","SLV","El Salvador","2012","2012",34.24491,,
"EXPP_TA_BARES","GERD - Basic research %","SLV","El Salvador","2013","2013",21.36752,,
"EXPP_TA_BARES","GERD - Basic research %","SLV","El Salvador","2014","2014",26.63126,,
"EXPP_TA_BARES","GERD - Basic research %","SLV","El Salvador","2015","2015",13.08356,,
"EXPP_TA_BARES","GERD - Basic research %","ETH","Ethiopia","2013","2013",12.19972,,
"EXPP_TA_BARES","GERD - Basic research %","MYS","Malaysia","2011","2011",17.17576,,
"EXPP_TA_BARES","GERD - Basic research %","MYS","Malaysia","2012","2012",34.46487,,
"EXPP_TA_BARES","GERD - Basic research %","MYS","Malaysia","2014","2014",16.92659,,
"EXPP_TA_BARES","GERD - Basic research %","MYS","Malaysia","2015","2015",20.93471,,
"EXPP_TA_BARES","GERD - Basic research %","PAN","Panama","2011","2011",21.94269,,
"EXPP_TA_BARES","GERD - Basic research %","PAN","Panama","2012","2012",27.40808,,
"EXPP_TA_BARES","GERD - Basic research %","PAN","Panama","2013","2013",32.65548,,
"EXPP_TA_BARES","GERD - Basic research %","LKA","Sri Lanka","2013","2013",9.92027,,
"EXPP_TA_BARES","GERD - Basic research %","LKA","Sri Lanka","2014","2014",15.25081,,
"EXPP_TA_BARES","GERD - Basic research %","LKA","Sri Lanka","2015","2015",14.01786,,
"EXPP_TA_BARES","GERD - Basic research %","TZA","United Republic of Tanzania","2013","2013",19.02608,"‡","UIS Estimation"
"EXPP_TA_BARES","GERD - Basic research %","THA","Thailand","2011","2011",23.50182,,
"EXPP_TA_BARES","GERD - Basic research %","THA","Thailand","2014","2014",21.68565,,
"EXPP_TA_BARES","GERD - Basic research %","THA","Thailand","2015","2015",14.69789,,
"EXPP_TA_BARES","GERD - Basic research %","THA","Thailand","2016","2016",15.36172,,
"EXPP_TA_APPRES","GERD - Applied research %","AUT","Austria","2011","2011",35.12572,,
"EXPP_TA_APPRES","GERD - Applied research %","AUT","Austria","2013","2013",35.55415,,
"EXPP_TA_APPRES","GERD - Applied research %","AUT","Austria","2015","2015",34.52008,,
"EXPP_TA_APPRES","GERD - Applied research %","DNK","Denmark","2011","2011",26.80224,,
"EXPP_TA_APPRES","GERD - Applied research %","DNK","Denmark","2012","2012",27.58539,,
"EXPP_TA_APPRES","GERD - Applied research %","DNK","Denmark","2013","2013",37.58084,,
"EXPP_TA_APPRES","GERD - Applied research %","DNK","Denmark","2014","2014",38.51763,,
"EXPP_TA_APPRES","GERD - Applied research %","DNK","Denmark","2015","2015",36.9191,,
"EXPP_TA_APPRES","GERD - Applied research %","ITA","Italy","2011","2011",49.03839,,
"EXPP_TA_APPRES","GERD - Applied research %","ITA","Italy","2012","2012",48.85551,,
"EXPP_TA_APPRES","GERD - Applied research %","ITA","Italy","2013","2013",47.96717,,
"EXPP_TA_APPRES","GERD - Applied research %","ITA","Italy","2014","2014",47.32839,,
"EXPP_TA_APPRES","GERD - Applied research %","ITA","Italy","2015","2015",45.39468,,
"EXPP_TA_APPRES","GERD - Applied research %","NZL","New Zealand","2011","2011",41.14286,,
"EXPP_TA_APPRES","GERD - Applied research %","NZL","New Zealand","2013","2013",39.0689,,
"EXPP_TA_APPRES","GERD - Applied research %","NZL","New Zealand","2015","2015",42.00871,,
"EXPP_TA_APPRES","GERD - Applied research %","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",46.89752,,
"EXPP_TA_APPRES","GERD - Applied research %","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",45.7228,,
"EXPP_TA_APPRES","GERD - Applied research %","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",45.63967,,
"EXPP_TA_APPRES","GERD - Applied research %","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",43.32704,,
"EXPP_TA_APPRES","GERD - Applied research %","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",44.30437,,
"EXPP_TA_APPRES","GERD - Applied research %","CHL","Chile","2012","2012",33.23302,,
"EXPP_TA_APPRES","GERD - Applied research %","CHL","Chile","2013","2013",29.62796,,
"EXPP_TA_APPRES","GERD - Applied research %","CHL","Chile","2014","2014",28.65419,,
"EXPP_TA_APPRES","GERD - Applied research %","CHL","Chile","2015","2015",35.41174,,
"EXPP_TA_APPRES","GERD - Applied research %","CHL","Chile","2016","2016",35.81041,,
"EXPP_TA_APPRES","GERD - Applied research %","HRV","Croatia","2011","2011",36.91711,,
"EXPP_TA_APPRES","GERD - Applied research %","HRV","Croatia","2012","2012",36.03745,,
"EXPP_TA_APPRES","GERD - Applied research %","HRV","Croatia","2013","2013",33.9238,,
"EXPP_TA_APPRES","GERD - Applied research %","HRV","Croatia","2014","2014",34.57603,,
"EXPP_TA_APPRES","GERD - Applied research %","HRV","Croatia","2015","2015",36.7571,,
"EXPP_TA_APPRES","GERD - Applied research %","SLV","El Salvador","2011","2011",53.86364,,
"EXPP_TA_APPRES","GERD - Applied research %","SLV","El Salvador","2012","2012",43.25672,,
"EXPP_TA_APPRES","GERD - Applied research %","SLV","El Salvador","2013","2013",69.80057,,
"EXPP_TA_APPRES","GERD - Applied research %","SLV","El Salvador","2014","2014",62.38726,,
"EXPP_TA_APPRES","GERD - Applied research %","SLV","El Salvador","2015","2015",36.57449,,
"EXPP_TA_APPRES","GERD - Applied research %","ETH","Ethiopia","2013","2013",45.57861,,
"EXPP_TA_APPRES","GERD - Applied research %","MNG","Mongolia","2011","2011",47.68136,,
"EXPP_TA_APPRES","GERD - Applied research %","MNG","Mongolia","2013","2013",55.07745,,
"EXPP_TA_APPRES","GERD - Applied research %","MNG","Mongolia","2014","2014",59.02032,,
"EXPP_TA_APPRES","GERD - Applied research %","MNG","Mongolia","2015","2015",32.01734,,
"EXPP_TA_APPRES","GERD - Applied research %","MNG","Mongolia","2016","2016",33.54084,,
"EXPP_TA_APPRES","GERD - Applied research %","MOZ","Mozambique","2015","2015",50.96597,,
"EXPP_TA_APPRES","GERD - Applied research %","THA","Thailand","2011","2011",33.98466,,
"EXPP_TA_APPRES","GERD - Applied research %","THA","Thailand","2014","2014",28.52148,,
"EXPP_TA_APPRES","GERD - Applied research %","THA","Thailand","2015","2015",35.67177,,
"EXPP_TA_APPRES","GERD - Applied research %","THA","Thailand","2016","2016",32.96024,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","ITA","Italy","2011","2011",26.94113,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","ITA","Italy","2012","2012",25.80027,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","ITA","Italy","2013","2013",26.65717,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","ITA","Italy","2014","2014",28.51256,,
